ID,Anio,IVP,Salario Minimo,Concepto,TipoCT,Consecutivo,SIGAU,Especie,Tratamiento,Espacio,Estrato,Localidad,Latitud,Longitud,PAP,DAP,Altura Total,Altura Comercial,Diam. Copa Polar,Diam. Copa Ecuatorial,Perimetro basal,Estado fuste,Estado Copa,Estado Raiz,Estado FitoSanitario,Estado General,Riesgo,Interes patrimonial,Autorizado
99,2025,0.4745,1423500,2025EE36389,Manejo,SSFFS-36389,09531611734540,azuceno enebro,Poda aclareo,Publico,2,FONTIBON,4.66862542147808,-74.15484004642646,1.0,3.14,5.29,4.57,5.16,2.64,3.46,4,3,4,5,Bueno,Bajo,No,JBB
100,2025,0.4745,1423500,2025EE62712,Emergencia,SSFFS-62712,01847125937242,ombu,Poda estabilidad,Privado,1,USAQUEN,4.702678583142002,-74.02557484062359,0.26,0.82,2.86,2.0,1.3,2.9,0.9,3,2,3,4,Regular,Medio,No,JBB
101,2020,0.4379,877803,2020EE86931,Infraestructura,SSFFS-86931,10224163710229,tomatillo,Traslado,Publico,2,ENGATIVA,4.667832690331674,-74.09961770748326,0.75,2.36,3.06,0.08,1.26,4.57,2.59,4,4,5,4,Bueno,Bajo,Si,IDU
102,2025,0.4745,1423500,2025EE99375,Infraestructura,SSFFS-99375,18616709533668,venturosa,Poda estabilidad,Publico,5,RAFAEL URIBE URIBE,4.57122805267771,-74.12396026320091,0.27,0.85,2.68,2.51,2.33,2.45,0.93,3,2,3,4,Regular,Medio,No,EEAB
103,2025,0.4745,1423500,2025EE43184,Emergencia,SSFFS-43184,08425884820213,foetinia,Tratamiento especial,Privado,1,KENNEDY,4.6177123252817776,-74.14358024968513,0.43,1.35,3.53,1.5,2.0,3.0,1.49,3,3,3,2,Malo,Alto,Si,JBB
104,2023,0.4581,1160000,2023EE20214,Infraestructura,SSFFS-20214,08386191491653,platano de tierra fria,Poda radicular,Publico,5,KENNEDY,4.625423512376217,-74.14772325612603,0.01,0.03,4.93,2.84,2.77,4.5,0.03,4,4,2,4,Regular,Medio,No,EEAB
105,2023,0.4581,1160000,2023EE83302,Manejo,SSFFS-83302,12369110162115,rosa,Tratamiento integral,Privado,1,BARRIOS UNIDOS,4.65563982350982,-74.07729292606027,0.49,1.54,1.82,0.35,3.03,3.41,1.69,2,2,2,2,Malo,Alto,No,UAESP
106,2020,0.4379,877803,2020EE20954,Infraestructura,SSFFS-20954,06871287722599,balu cambulo,Traslado,Publico,6,TUNJUELITO,4.579149632326801,-74.1335923205014,0.87,2.73,3.82,1.48,2.65,3.96,3.01,4,4,5,4,Bueno,Bajo,No,UAESP
107,2023,0.4581,1160000,2023EE06904,Manejo,SSFFS-06904,18045231342727,sietecueros nazareno,Poda aclareo,Publico,1,RAFAEL URIBE URIBE,4.565741984341001,-74.11221032423511,0.37,1.16,6.02,1.75,9.31,0.42,1.28,4,3,4,5,Bueno,Bajo,No,UAESP
108,2022,0.432,1000000,2022EE48976,Manejo,SSFFS-48976,15987712856694,endrino,Poda radicular,Privado,6,ANTONIO NARIÑO,4.590657184596329,-74.12411338306725,0.61,1.92,5.45,5.24,1.88,5.72,2.11,4,4,2,4,Regular,Medio,No,UAESP
109,2021,0.4379,908526,2021EE10371,Manejo,SSFFS-10371,14481185479382,araucaria crespa,Poda estabilidad,Publico,2,LOS MARTIRES,4.607292167236293,-74.09314201810942,30.56,96.01,29.86,0.27,3.87,8.94,105.61,3,2,3,4,Regular,Medio,No,UAESP
110,2020,0.4379,877803,2020EE30217,Emergencia,SSFFS-30217,19466461680771,dama de noche,Poda estructural,Publico,1,CIUDAD BOLIVAR,4.402556724092062,-74.19769591298773,0.33,1.04,4.79,4.11,1.82,6.96,1.14,4,3,4,4,Regular,Medio,No,JBB
111,2021,0.4379,908526,2021EE88015,Manejo,SSFFS-88015,12046862146406,yuca palma yuca,Conservar,Privado,4,BARRIOS UNIDOS,4.651920846587336,-74.0747802088695,1.1,3.46,8.97,3.21,4.07,4.38,3.8,5,4,5,4,Bueno,Bajo,No,JBB
112,2025,0.4745,1423500,2025EE63782,Manejo,SSFFS-63782,05668699823696,chilco,Poda estabilidad,Privado,4,USME,4.358235575149762,-74.13836159231792,15.98,50.2,52.41,25.11,2.38,0.3,55.22,3,2,3,4,Regular,Medio,No,OTRO
113,2025,0.4745,1423500,2025EE52055,Emergencia,SSFFS-52055,08659242212836,platano de tierra fria,Poda control altura,Publico,2,KENNEDY,4.628440499819113,-74.16371274460562,0.01,0.03,4.1,3.55,3.1,3.9,0.03,3,2,3,5,Regular,Medio,No,ENEL
114,2025,0.4745,1423500,2025EE26907,Infraestructura,SSFFS-26907,12436489614800,pino patula,Tratamiento integral,Publico,2,BARRIOS UNIDOS,4.666945749211978,-74.06486611639284,21.02,66.04,24.57,7.65,11.45,10.95,72.64,2,2,2,2,Malo,Alto,No,ENEL
115,2025,0.4745,1423500,2025EE86268,Infraestructura,SSFFS-86268,14203469447982,calistemo,Conservar,Privado,1,LOS MARTIRES,4.6082875938976935,-74.07932085515768,2.22,6.97,2.76,1.24,2.82,0.58,7.67,5,4,5,4,Bueno,Bajo,No,UAESP
116,2025,0.4745,1423500,2025EE59880,Manejo,SSFFS-59880,11580881822202,susque,Poda estabilidad,Publico,1,SUBA,4.755955105954091,-74.10064118234708,0.79,2.48,15.8,3.31,4.0,6.0,2.73,3,2,3,4,Regular,Medio,No,JBB
117,2025,0.4745,1423500,2025EE60356,Infraestructura,SSFFS-60356,16332074864867,cidron,Tala,Publico,1,PUENTE ARANDA,4.624016982016431,-74.1141964911328,0.4,1.26,1.67,0.76,1.97,2.19,1.38,1,1,1,1,Muy Malo,Muy Alto,No,JBB
118,2022,0.432,1000000,2022EE78212,Emergencia,SSFFS-78212,05292833434886,tibar tobo rodamonte,Tala,Publico,5,USME,4.489687463974534,-74.11882333880256,0.61,1.92,3.21,3.11,2.97,3.77,2.11,1,1,1,1,Muy Malo,Muy Alto,No,JBB
119,2024,0.4476,1300000,2024EE12572,Infraestructura,SSFFS-12572,06517884655641,cerezo ciruelo,Poda estabilidad,Privado,3,TUNJUELITO,4.554281728210063,-74.13316624491812,2.12,6.66,3.7,0.24,2.41,2.27,7.33,3,2,3,4,Regular,Medio,No,JBB
120,2020,0.4379,877803,2020EE38426,Manejo,SSFFS-38426,03467789161019,boj,Poda estabilidad,Privado,1,SANTA FE,4.5800453738596545,-74.05291589719258,0.12,0.38,1.24,0.06,1.14,1.21,0.41,3,2,3,4,Regular,Medio,No,JBB
121,2023,0.4581,1160000,2023EE18339,Infraestructura,SSFFS-18339,10411665921514,jazmin de la china,Poda realce,Publico,1,ENGATIVA,4.729276198252729,-74.13919653870933,0.44,1.38,6.45,3.81,5.03,3.3,1.52,4,4,4,4,Bueno,Bajo,No,IDU
122,2020,0.4379,877803,2020EE38848,Manejo,SSFFS-38848,13156378586684,salvio morado,Poda estructural,Publico,6,TEUSAQUILLO,4.650865114767958,-74.08156287519809,0.17,0.53,2.3,1.81,36.99,1.05,0.59,4,3,4,4,Regular,Medio,No,JBB
123,2021,0.4379,908526,2021EE48726,Emergencia,SSFFS-48726,17128174545293,calistemo lloron,Tratamiento integral,Publico,2,CANDELARIA,4.594287225326107,-74.07052528942138,0.65,2.04,13.49,11.29,33.05,37.1,2.25,2,2,2,2,Malo,Alto,No,UAESP
124,2022,0.432,1000000,2022EE45688,Infraestructura,SSFFS-45688,01069415405240,cerezo ciruelo,Poda control altura,Privado,5,USAQUEN,4.770657723354928,-74.042460124777,0.35,1.1,11.86,3.0,6.4,3.23,1.21,3,2,3,5,Regular,Medio,No,OTRO
125,2022,0.432,1000000,2022EE41297,Emergencia,SSFFS-41297,01246685374723,eucalipto lavabotella,Poda realce,Publico,4,USAQUEN,4.690332701976901,-74.0267312874276,0.46,1.45,3.88,1.41,3.59,2.41,1.59,4,4,4,4,Bueno,Bajo,No,UAESP
126,2022,0.432,1000000,2022EE54968,Infraestructura,SSFFS-54968,03596521766507,palma fenix,Traslado,Publico,4,SANTA FE,4.5870198877408255,-74.07606967133134,5.02,15.77,9.71,8.41,4.51,6.35,17.35,4,4,5,4,Bueno,Bajo,No,JBB
127,2022,0.432,1000000,2022EE69865,Emergencia,SSFFS-69865,05764427665856,palma payanesa,Poda estructural,Publico,3,USME,4.315816206960506,-74.11908367949593,0.75,2.36,10.11,6.86,18.35,5.93,2.59,4,3,4,4,Regular,Medio,No,JBB
128,2023,0.4581,1160000,2023EE88858,Emergencia,SSFFS-88858,02941347422974,caucho benjamin,Tala,Privado,4,CHAPINERO,4.655226957833248,-74.03433566431575,64.7,203.26,19.52,5.54,13.54,12.99,223.59,1,1,1,1,Muy Malo,Muy Alto,No,JBB
129,2022,0.432,1000000,2022EE56676,Infraestructura,SSFFS-56676,15479540373259,caucho de la india caucho,Tratamiento especial,Privado,1,ANTONIO NARIÑO,4.5845894543192145,-74.08867966374416,35.05,110.11,9.03,4.37,35.94,21.77,121.12,3,3,3,2,Malo,Alto,No,EEAB
130,2022,0.432,1000000,2022EE14810,Infraestructura,SSFFS-14810,15474172263952,cucharo,Poda control altura,Privado,5,ANTONIO NARIÑO,4.589989804574125,-74.112195559945,0.92,2.89,13.15,6.05,3.47,8.93,3.18,3,2,3,5,Regular,Medio,No,JBB
131,2022,0.432,1000000,2022EE94745,Manejo,SSFFS-94745,08121539574139,tecomaria,Poda control altura,Privado,3,KENNEDY,4.610690696364183,-74.15663010768061,1.66,5.22,2.96,0.37,2.71,1.4,5.74,3,2,3,5,Regular,Medio,No,JBB
132,2023,0.4581,1160000,2023EE52288,Manejo,SSFFS-52288,10879744983714,cedro andino,Tratamiento especial,Publico,1,ENGATIVA,4.701525523791598,-74.12537851745999,0.34,1.07,11.6,4.3,2.04,7.1,1.17,3,3,3,2,Malo,Alto,No,EEAB
133,2023,0.4581,1160000,2023EE08233,Manejo,SSFFS-08233,12600800097767,aloe arboreo,Tratamiento integral,Privado,6,BARRIOS UNIDOS,4.686610768934522,-74.06383446561343,0.73,2.29,4.02,3.79,2.55,1.99,2.52,2,2,2,2,Malo,Alto,No,UAESP
134,2025,0.4745,1423500,2025EE64245,Manejo,SSFFS-64245,16120086112578,canelo,Traslado,Publico,6,PUENTE ARANDA,4.604149944569207,-74.10864086906837,0.38,1.19,4.58,3.73,5.56,0.79,1.31,4,4,5,4,Bueno,Bajo,No,JBB
135,2025,0.4745,1423500,2025EE11985,Emergencia,SSFFS-11985,04709117390401,susque,Conservar,Privado,2,SAN CRISTOBAL,4.543789984090774,-74.08822442965716,0.79,2.48,15.8,7.12,4.0,6.0,2.73,5,4,5,4,Bueno,Bajo,No,IDU
136,2021,0.4379,908526,2021EE75279,Infraestructura,SSFFS-75279,05339464038670,yarumo,Tala,Privado,2,USME,4.296176044320604,-74.15652014315981,0.31,0.97,13.52,11.68,16.98,20.95,1.07,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
137,2020,0.4379,877803,2020EE44810,Manejo,SSFFS-44810,08965394276549,ciro,Tratamiento especial,Publico,5,KENNEDY,4.66294081045448,-74.15379015406566,1.19,3.74,12.64,12.38,1.54,1.22,4.11,3,3,3,2,Malo,Alto,No,JBB
138,2020,0.4379,877803,2020EE70243,Infraestructura,SSFFS-70243,16078980959576,arrayan,Poda estructural,Publico,2,PUENTE ARANDA,4.603164439492859,-74.13069162650457,0.28,0.88,1.48,0.69,5.88,7.14,0.97,4,3,4,4,Regular,Medio,No,JBB
139,2021,0.4379,908526,2021EE68863,Emergencia,SSFFS-68863,18182456164593,pino de pacho,Poda radicular,Publico,2,RAFAEL URIBE URIBE,4.578610449892168,-74.11810885098062,5.19,16.3,6.26,2.02,45.04,8.54,17.94,4,4,2,4,Regular,Medio,No,JBB
140,2022,0.432,1000000,2022EE64419,Manejo,SSFFS-64419,05198068619602,eucalipto plateado,Poda estructural,Privado,5,USME,4.331814693878728,-74.17002085211342,0.68,2.14,34.69,12.3,6.34,4.72,2.35,4,3,4,4,Regular,Medio,Si,JBB
141,2024,0.4476,1300000,2024EE75265,Manejo,SSFFS-75265,13460654576596,mirto,Tala,Publico,1,TEUSAQUILLO,4.628919358407047,-74.08948823236614,0.15,0.47,2.23,0.92,2.01,2.27,0.52,1,1,1,1,Muy Malo,Muy Alto,No,JBB
142,2020,0.4379,877803,2020EE99844,Manejo,SSFFS-99844,01808975233942,abutilon quesito,Tratamiento integral,Publico,1,USAQUEN,4.758090435862802,-74.0173718024139,0.17,0.53,2.46,0.14,2.16,1.81,0.59,2,2,2,2,Malo,Alto,No,EEAB
143,2021,0.4379,908526,2021EE34764,Infraestructura,SSFFS-34764,02933690339779,guayabillo,Traslado,Publico,4,CHAPINERO,4.6512991781868696,-74.05410973510156,0.49,1.54,2.8,2.69,1.97,2.98,1.69,4,4,5,4,Bueno,Bajo,No,ENEL
144,2021,0.4379,908526,2021EE97631,Manejo,SSFFS-97631,13747257838165,eucalipto lavabotella,Tratamiento especial,Privado,4,TEUSAQUILLO,4.637822717538791,-74.09810649944384,0.49,1.54,6.16,4.24,2.02,3.99,1.69,3,3,3,2,Malo,Alto,No,OTRO
145,2023,0.4581,1160000,2023EE14918,Infraestructura,SSFFS-14918,01055281451032,ciro,Tala,Privado,4,USAQUEN,4.683635208073327,-74.03081115347769,0.51,1.6,18.95,4.38,5.09,4.6,1.76,1,1,1,1,Muy Malo,Muy Alto,Si,UAESP
146,2020,0.4379,877803,2020EE13520,Emergencia,SSFFS-13520,08778939876980,granado,Conservar,Publico,3,KENNEDY,4.631152468369854,-74.15223557289579,0.33,1.04,5.37,2.26,2.13,3.4,1.14,5,4,5,4,Bueno,Bajo,No,EEAB
147,2021,0.4379,908526,2021EE80954,Manejo,SSFFS-80954,12070494110388,ojo de perdiz,Poda estabilidad,Publico,4,BARRIOS UNIDOS,4.676492915349173,-74.07703374440317,0.14,0.44,1.57,0.03,0.83,0.49,0.48,3,2,3,4,Regular,Medio,No,OTRO
148,2025,0.4745,1423500,2025EE69687,Infraestructura,SSFFS-69687,13316004465475,palma de datiles,Poda realce,Privado,6,TEUSAQUILLO,4.653734293969979,-74.09286554775537,2.46,7.73,14.2,11.34,4.55,5.76,8.5,4,4,4,4,Bueno,Bajo,No,JBB
149,2024,0.4476,1300000,2024EE70553,Infraestructura,SSFFS-70553,11317826924140,ciruelo,Poda realce,Privado,6,SUBA,4.757981415161806,-74.0477962274486,1.82,5.72,7.1,6.37,6.21,7.64,6.29,4,4,4,4,Bueno,Bajo,No,UAESP
150,2022,0.432,1000000,2022EE17962,Manejo,SSFFS-17962,09574409702197,guayabo brasilero,Poda control altura,Privado,3,FONTIBON,4.682937930441766,-74.12554197126843,0.11,0.35,1.4,0.62,1.0,1.57,0.38,3,2,3,5,Regular,Medio,Si,JBB
151,2022,0.432,1000000,2022EE01350,Emergencia,SSFFS-01350,09365906241364,liberal o lechero,Traslado,Privado,3,FONTIBON,4.676500117355922,-74.12669924625155,0.7,2.2,10.78,1.14,7.0,5.0,2.42,4,4,5,4,Bueno,Bajo,Si,JBB
152,2024,0.4476,1300000,2024EE73172,Emergencia,SSFFS-73172,09544674297424,cipres pino,Poda aclareo,Publico,2,FONTIBON,4.656856903871195,-74.12491687730223,73.7,231.54,30.1,1.73,143.54,85.69,254.69,4,3,4,5,Bueno,Bajo,No,JBB
153,2024,0.4476,1300000,2024EE33120,Infraestructura,SSFFS-33120,17123511013314,cedrillo yuco,Poda estructural,Privado,4,CANDELARIA,4.603109033727645,-74.06319502780852,2.21,6.94,10.02,9.57,2.84,6.67,7.64,4,3,4,4,Regular,Medio,No,JBB
154,2025,0.4745,1423500,2025EE84624,Infraestructura,SSFFS-84624,05989539784607,pino colombiano,Poda radicular,Privado,5,USME,4.335256862297624,-74.17447066904528,1.09,3.42,8.0,0.86,1.5,1.5,3.77,4,4,2,4,Regular,Medio,Si,EEAB
155,2022,0.432,1000000,2022EE19542,Emergencia,SSFFS-19542,05000502424873,azalea,Conservar,Privado,1,USME,4.434928004394203,-74.12119075336275,0.07,0.22,0.8,0.26,0.8,0.4,0.24,5,4,5,4,Bueno,Bajo,No,JBB
156,2025,0.4745,1423500,2025EE74794,Manejo,SSFFS-74794,15033022274011,acacia de jardin,Poda aclareo,Privado,6,ANTONIO NARIÑO,4.584437102587174,-74.10287848802028,0.78,2.45,10.75,8.5,10.86,2.03,2.7,4,3,4,5,Bueno,Bajo,No,IDU
157,2020,0.4379,877803,2020EE50613,Emergencia,SSFFS-50613,17334015815139,mimbre,Poda radicular,Privado,4,CANDELARIA,4.595914349838703,-74.06924837066158,1.36,4.27,37.45,35.45,6.29,6.18,4.7,4,4,2,4,Regular,Medio,No,JBB
158,2020,0.4379,877803,2020EE35345,Emergencia,SSFFS-35345,08527060366098,gualanday,Poda aclareo,Publico,5,KENNEDY,4.622608238123097,-74.16354409167884,1.12,3.52,17.98,8.12,5.92,4.45,3.87,4,3,4,5,Bueno,Bajo,No,JBB
159,2020,0.4379,877803,2020EE93803,Manejo,SSFFS-93803,13102967967745,sauco,Poda estabilidad,Publico,4,TEUSAQUILLO,4.646412451274504,-74.09431426945055,113.6,356.89,34.92,1.43,32.03,13.43,392.57,3,2,3,4,Regular,Medio,No,JBB
160,2022,0.432,1000000,2022EE15808,Infraestructura,SSFFS-15808,16615128308757,milflores,Traslado,Publico,2,PUENTE ARANDA,4.615471422890155,-74.10358903365099,0.85,2.67,5.38,2.74,2.05,2.73,2.94,4,4,5,4,Bueno,Bajo,Si,ENEL
161,2024,0.4476,1300000,2024EE44222,Emergencia,SSFFS-44222,15501958584467,sangregado drago,Poda estabilidad,Publico,5,ANTONIO NARIÑO,4.593276202320496,-74.11559815847258,0.07,0.22,2.42,2.11,43.44,0.9,0.24,3,2,3,4,Regular,Medio,No,UAESP
162,2021,0.4379,908526,2021EE67382,Manejo,SSFFS-67382,13858813158932,palma roebeleni,Traslado,Privado,5,TEUSAQUILLO,4.634487415562193,-74.08575515168631,0.87,2.73,26.46,5.39,3.06,6.06,3.01,4,4,5,4,Bueno,Bajo,No,JBB
163,2023,0.4581,1160000,2023EE61951,Manejo,SSFFS-61951,10862164545162,chiripique,Poda realce,Publico,5,ENGATIVA,4.707338072345218,-74.10142523698933,0.38,1.19,4.14,1.18,2.08,1.7,1.31,4,4,4,4,Bueno,Bajo,No,JBB
164,2023,0.4581,1160000,2023EE20792,Manejo,SSFFS-20792,07474109820248,cordoncillo,Conservar,Privado,4,BOSA,4.617990578240856,-74.19669501027296,0.63,1.98,4.96,1.37,4.98,6.14,2.18,5,4,5,4,Bueno,Bajo,No,JBB
165,2020,0.4379,877803,2020EE61154,Emergencia,SSFFS-61154,03766537795204,guayacan de manizales,Poda aclareo,Privado,4,SANTA FE,4.618128529603406,-74.04994532364242,26.76,84.07,20.58,4.32,5.53,11.2,92.48,4,3,4,5,Bueno,Bajo,Si,EEAB
166,2020,0.4379,877803,2020EE20508,Manejo,SSFFS-20508,06096772651578,pino romeron,Tala,Publico,1,TUNJUELITO,4.567635477611468,-74.13766102967139,0.47,1.48,6.92,2.9,13.37,5.01,1.62,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
167,2023,0.4581,1160000,2023EE43529,Manejo,SSFFS-43529,11334905976989,chirlobirlo,Poda realce,Privado,5,SUBA,4.810826922200998,-74.04621176855895,0.52,1.63,2.76,1.1,2.29,1.86,1.8,4,4,4,4,Bueno,Bajo,No,UAESP
168,2021,0.4379,908526,2021EE01305,Manejo,SSFFS-01305,18832505395614,caballero de la noche,Poda aclareo,Privado,4,RAFAEL URIBE URIBE,4.565476707572655,-74.12236844700448,0.44,1.38,10.86,9.34,13.83,6.71,1.52,4,3,4,5,Bueno,Bajo,No,JBB
169,2025,0.4745,1423500,2025EE08414,Emergencia,SSFFS-08414,10445747059420,pino de pacho,Tratamiento integral,Publico,5,ENGATIVA,4.702991209033621,-74.10268649889939,5.79,18.19,8.29,4.65,20.34,15.61,20.01,2,2,2,2,Malo,Alto,No,JBB
170,2020,0.4379,877803,2020EE68176,Infraestructura,SSFFS-68176,03565801751301,garbancillo,Traslado,Publico,6,SANTA FE,4.580917560129868,-74.05420731300508,0.13,0.41,5.11,1.64,3.76,3.56,0.45,4,4,5,4,Bueno,Bajo,No,JBB
171,2025,0.4745,1423500,2025EE04540,Emergencia,SSFFS-04540,06396446077623,algodoncillo,Poda aclareo,Publico,2,TUNJUELITO,4.594612825104757,-74.1491425084035,0.64,2.01,18.29,9.58,11.44,7.73,2.21,4,3,4,5,Bueno,Bajo,No,JBB
172,2025,0.4745,1423500,2025EE59417,Infraestructura,SSFFS-59417,19133936619316,caucho lira,Tratamiento integral,Privado,1,CIUDAD BOLIVAR,4.45930725145962,-74.16058055038032,0.38,1.19,4.76,3.59,8.13,1.91,1.31,2,2,2,2,Malo,Alto,No,JBB
173,2025,0.4745,1423500,2025EE00319,Emergencia,SSFFS-00319,06620664465244,cajeto de bogota,Tratamiento especial,Privado,5,TUNJUELITO,4.569874348328081,-74.13309501510679,0.88,2.76,12.0,9.32,5.0,3.4,3.04,3,3,3,2,Malo,Alto,No,ENEL
174,2023,0.4581,1160000,2023EE76023,Manejo,SSFFS-76023,05983428913026,acacia blanca leucaena,Poda control altura,Publico,6,USME,4.445300523844278,-74.13147531855459,0.24,0.75,14.15,10.18,0.72,12.94,0.83,3,2,3,5,Regular,Medio,No,JBB
175,2025,0.4745,1423500,2025EE24923,Manejo,SSFFS-24923,13447636635694,endrino,Poda realce,Privado,3,TEUSAQUILLO,4.6526754783881925,-74.09200071270558,0.74,2.32,8.81,6.63,6.59,6.56,2.56,4,4,4,4,Bueno,Bajo,No,JBB
176,2020,0.4379,877803,2020EE76029,Manejo,SSFFS-76029,13203426817624,aliso,Poda control altura,Privado,2,TEUSAQUILLO,4.639784027632865,-74.08660723090715,2.4,7.54,25.94,7.57,11.9,1.21,8.29,3,2,3,5,Regular,Medio,No,JBB
177,2021,0.4379,908526,2021EE05875,Manejo,SSFFS-05875,18533217003556,guamo,Poda estructural,Privado,4,RAFAEL URIBE URIBE,4.556594045341102,-74.12122404695826,1.91,6.0,8.72,2.05,4.0,6.0,6.6,4,3,4,4,Regular,Medio,No,UAESP
178,2022,0.432,1000000,2022EE52789,Emergencia,SSFFS-52789,18803646337450,palma roebeleni,Poda estabilidad,Publico,4,RAFAEL URIBE URIBE,4.584774548705677,-74.11480969344277,0.28,0.88,28.59,18.41,2.21,4.8,0.97,3,2,3,4,Regular,Medio,No,ENEL
179,2021,0.4379,908526,2021EE97673,Manejo,SSFFS-97673,15879121349494,higuerillo,Conservar,Privado,2,ANTONIO NARIÑO,4.58689062485183,-74.08686639683783,0.25,0.79,4.78,4.12,4.13,10.07,0.86,5,4,5,4,Bueno,Bajo,No,UAESP
180,2023,0.4581,1160000,2023EE57035,Manejo,SSFFS-57035,19516438177440,aromo,Poda control altura,Privado,2,CIUDAD BOLIVAR,4.470469275052141,-74.16676941958099,0.22,0.69,9.6,2.93,3.09,2.94,0.76,3,2,3,5,Regular,Medio,No,UAESP
181,2021,0.4379,908526,2021EE61758,Manejo,SSFFS-61758,05625232638667,mango,Poda estructural,Publico,5,USME,4.353131285202837,-74.20172802673865,0.1,0.31,1.0,0.19,0.8,1.3,0.35,4,3,4,4,Regular,Medio,No,EEAB
182,2020,0.4379,877803,2020EE28214,Infraestructura,SSFFS-28214,12250693615953,carbonero rojo,Poda control altura,Publico,5,BARRIOS UNIDOS,4.656412539557427,-74.0713625348742,0.72,2.26,6.03,2.5,2.89,1.02,2.49,3,2,3,5,Regular,Medio,No,UAESP
183,2022,0.432,1000000,2022EE36908,Emergencia,SSFFS-36908,04307587434870,tuno esmeraldo,Poda aclareo,Publico,6,SAN CRISTOBAL,4.543721128899166,-74.04353417444523,11.25,35.34,1.25,0.51,2.89,2.14,38.88,4,3,4,5,Bueno,Bajo,No,JBB
184,2021,0.4379,908526,2021EE86021,Infraestructura,SSFFS-86021,05184203790021,chicala,Poda aclareo,Privado,3,USME,4.353260525407167,-74.14561258040942,178.39,560.43,11.09,6.54,7.64,12.13,616.47,4,3,4,5,Bueno,Bajo,No,JBB
185,2025,0.4745,1423500,2025EE25688,Infraestructura,SSFFS-25688,17629617359249,alcaparro doble,Poda control altura,Publico,4,CANDELARIA,4.592663820215867,-74.07694108251461,1.98,6.22,4.87,3.23,9.46,9.4,6.84,3,2,3,5,Regular,Medio,No,IDU
186,2020,0.4379,877803,2020EE67278,Infraestructura,SSFFS-67278,10882883873077,cajeto,Traslado,Privado,6,ENGATIVA,4.713220247613008,-74.10928344465903,0.52,1.63,16.58,3.35,17.48,9.62,1.8,4,4,5,4,Bueno,Bajo,No,ENEL
187,2023,0.4581,1160000,2023EE25201,Emergencia,SSFFS-25201,09176438301449,schefflera pategallina hojigrande,Conservar,Publico,4,FONTIBON,4.6946947674380155,-74.16854142158427,0.62,1.95,3.39,0.16,8.07,8.6,2.14,5,4,5,4,Bueno,Bajo,No,UAESP
188,2023,0.4581,1160000,2023EE04861,Manejo,SSFFS-04861,05995503613662,palo blanco,Traslado,Publico,3,USME,4.378272185456733,-74.12392444306381,0.24,0.75,3.5,2.0,1.5,2.0,0.83,4,4,5,4,Bueno,Bajo,No,JBB
189,2022,0.432,1000000,2022EE39289,Emergencia,SSFFS-39289,13332405718212,yuca palma yuca,Tala,Privado,6,TEUSAQUILLO,4.635107954625393,-74.09088944652372,1.4,4.4,6.12,2.36,2.59,4.85,4.84,1,1,1,1,Muy Malo,Muy Alto,No,ENEL
190,2023,0.4581,1160000,2023EE82103,Emergencia,SSFFS-82103,18498883212630,camelia,Traslado,Publico,2,RAFAEL URIBE URIBE,4.5755343753262006,-74.12300448478629,0.06,0.19,3.82,0.76,2.38,3.33,0.21,4,4,5,4,Bueno,Bajo,No,JBB
191,2025,0.4745,1423500,2025EE45651,Infraestructura,SSFFS-45651,05672205054945,cipres japones,Poda estabilidad,Privado,2,USME,4.435907326730975,-74.13091165114537,1.74,5.47,11.02,10.81,3.72,4.33,6.01,3,2,3,4,Regular,Medio,No,ENEL
192,2022,0.432,1000000,2022EE13028,Manejo,SSFFS-13028,12365849636972,schefflera,Poda estructural,Privado,5,BARRIOS UNIDOS,4.657802716547943,-74.07692946985452,0.73,2.29,8.01,5.1,4.87,4.08,2.52,4,3,4,4,Regular,Medio,No,EEAB
193,2022,0.432,1000000,2022EE80413,Manejo,SSFFS-80413,19321654227357,camelia,Poda estructural,Privado,4,CIUDAD BOLIVAR,4.484575590352538,-74.16478395769654,0.09,0.28,2.47,0.77,2.08,0.73,0.31,4,3,4,4,Regular,Medio,No,ENEL
194,2022,0.432,1000000,2022EE47451,Emergencia,SSFFS-47451,19695525961296,mangle de tierra fria,Poda realce,Publico,3,CIUDAD BOLIVAR,4.57009602857489,-74.16207782429365,2.5,7.85,1.64,0.93,10.5,14.68,8.64,4,4,4,4,Bueno,Bajo,No,ENEL
195,2022,0.432,1000000,2022EE75549,Manejo,SSFFS-75549,13069404135334,cajeto de bogota,Poda radicular,Privado,3,TEUSAQUILLO,4.622595463935447,-74.07033042415655,0.88,2.76,12.0,1.61,5.0,3.4,3.04,4,4,2,4,Regular,Medio,No,IDU
196,2024,0.4476,1300000,2024EE52555,Infraestructura,SSFFS-52555,14811632295143,fenix,Poda estabilidad,Privado,5,LOS MARTIRES,4.592897378086537,-74.09170171435554,0.3,0.94,1.67,0.14,0.8,1.0,1.04,3,2,3,4,Regular,Medio,No,IDU
197,2024,0.4476,1300000,2024EE48771,Manejo,SSFFS-48771,08491086563687,azuceno enebro,Poda estructural,Publico,3,KENNEDY,4.603484255463395,-74.15641802476557,0.47,1.48,8.59,3.4,3.62,6.57,1.62,4,3,4,4,Regular,Medio,No,UAESP
